filepath,duration
data/raw_audios/en/2017/20171129-0900-PLENARY-13_en.ogg,6253.55175
data/raw_audios/en/2017/20171116-0900-PLENARY-4_en.ogg,1661.4341875
data/raw_audios/en/2015/20151026-0900-PLENARY-6_en.ogg,13.932
data/raw_audios/en/2013/20130909-0900-PLENARY-8_en.ogg,25.72775
data/raw_audios/en/2014/20140416-0900-PLENARY-21_en.ogg,22.4305
data/raw_audios/en/2011/20110307-0900-PLENARY-28_en.ogg,1289.5001875
data/raw_audios/en/2016/20160914-0900-PLENARY-19_en.ogg,8.986125
data/raw_audios/en/2009/20091019-0900-PLENARY-7_en.ogg,31.022
data/raw_audios/en/2013/20131024-0900-PLENARY-6_en.ogg,2561.0755
data/raw_audios/en/2012/20120911-0900-PLENARY-17_en.ogg,2084.8323125
data/raw_audios/en/2013/20130520-0900-PLENARY-15_en.ogg,2106.56625
data/raw_audios/en/2018/20180530-0900-PLENARY-14_en.ogg,2.9721875
data/raw_audios/en/2012/20120524-0900-PLENARY-10_en.ogg,1613.6055
data/raw_audios/en/2012/20120213-0900-PLENARY-14_en.ogg,3630.54225
data/raw_audios/en/2011/20110929-0900-PLENARY-7_en.ogg,174.568125
data/raw_audios/en/2011/20110407-0900-PLENARY-4_en.ogg,2501.6785
data/raw_audios/en/2014/20140114-0900-PLENARY-3_en.ogg,7476.055
data/raw_audios/en/2012/20120312-0900-PLENARY-1_en.ogg,359.5850625
data/raw_audios/en/2015/20150115-0900-PLENARY-13_en.ogg,1.068125
data/raw_audios/en/2009/20090401-0900-PLENARY-23_en.ogg,551.289625
data/raw_audios/en/2011/20111025-0900-PLENARY-1_en.ogg,18.1580625
data/raw_audios/en/2017/20171113-0900-PLENARY-12_en.ogg,2175.1989375
data/raw_audios/en/2015/20151008-0900-PLENARY-15_en.ogg,15.418125
data/raw_audios/en/2014/20140716-0900-PLENARY-2_en.ogg,102.168125
data/raw_audios/en/2014/20140416-0900-PLENARY-13_en.ogg,1377.596875
data/raw_audios/en/2012/20120523-0900-PLENARY-12_en.ogg,3983.25425
data/raw_audios/en/2016/20160607-0900-PLENARY-20_en.ogg,3094.2911875
data/raw_audios/en/2013/20130910-0900-PLENARY-4_en.ogg,4010.7008125
data/raw_audios/en/2009/20090218-0900-PLENARY-27_en.ogg,526.258375
data/raw_audios/en/2017/20171116-0900-PLENARY-2_en.ogg,12.074375
data/raw_audios/en/2011/20110704-0900-PLENARY-6_en.ogg,118.6078125
data/raw_audios/en/2015/20151027-0900-PLENARY-11_en.ogg,2660.9671875
data/raw_audios/en/2011/20111214-0900-PLENARY-22_en.ogg,9.984625
data/raw_audios/en/2015/20151027-0900-PLENARY-3_en.ogg,5863.1470625
data/raw_audios/en/2016/20160411-0900-PLENARY-6_en.ogg,24.93825
data/raw_audios/en/2015/20151008-0900-PLENARY-10_en.ogg,6.5480625
data/raw_audios/en/2009/20090324-0900-PLENARY-9_en.ogg,3468.1415625
data/raw_audios/en/2015/20151008-0900-PLENARY-9_en.ogg,1506.329125
data/raw_audios/en/2016/20160525-0900-PLENARY-3_en.ogg,138.9714375
data/raw_audios/en/2018/20180117-0900-PLENARY-11_en.ogg,1.9736875
data/raw_audios/en/2015/20151111-0900-PLENARY-8_en.ogg,7256.1163125
data/raw_audios/en/2016/20160706-0900-PLENARY-16_en.ogg,4226.542625
data/raw_audios/en/2009/20090218-0900-PLENARY-4_en.ogg,54.7528125
data/raw_audios/en/2018/20180417-0900-PLENARY-9_en.ogg,29.95375
data/raw_audios/en/2012/20120313-0900-PLENARY-8_en.ogg,42.539125
data/raw_audios/en/2009/20091022-0900-PLENARY-5_en.ogg,93.5301875
data/raw_audios/en/2017/20171211-0900-PLENARY-21_en.ogg,12.95675
data/raw_audios/en/2014/20140226-0900-PLENARY-5_en.ogg,2295.6703125
data/raw_audios/en/2009/20090218-0900-PLENARY-29_en.ogg,9.7059375
data/raw_audios/en/2014/20140415-0900-PLENARY-13_en.ogg,2803.167375
data/raw_audios/en/2016/20160203-0900-PLENARY-7_en.ogg,2022.1794375
data/raw_audios/en/2017/20170914-0900-PLENARY-22_en.ogg,3.390125
data/raw_audios/en/2019/20190312-0900-PLENARY_en.ogg,52415.7653125
data/raw_audios/en/2017/20170214-0900-PLENARY-7_en.ogg,30.7896875
data/raw_audios/en/2011/20110307-0900-PLENARY-31_en.ogg,1243.2925625
data/raw_audios/en/2011/20110608-0900-PLENARY-12_en.ogg,23.5915625
data/raw_audios/en/2011/20110214-0900-PLENARY-2_en.ogg,16.9970625
data/raw_audios/en/2015/20151028-0900-PLENARY-22_en.ogg,5.340625
data/raw_audios/en/2010/20101216-0900-PLENARY-2_en.ogg,7.0124375
data/raw_audios/en/2013/20130311-0900-PLENARY-20_en.ogg,915.2864375
data/raw_audios/en/2012/20120910-0900-PLENARY-10_en.ogg,40.6350625
data/raw_audios/en/2010/20101020-0900-PLENARY-11_en.ogg,6456.696875
data/raw_audios/en/2017/20170601-0900-PLENARY-10_en.ogg,3.5294375
data/raw_audios/en/2015/20150415-0900-PLENARY-5_en.ogg,31.57925
data/raw_audios/en/2014/20141125-0900-PLENARY-1_en.ogg,30.325375
data/raw_audios/en/2014/20140116-0900-PLENARY-3_en.ogg,4485.456375
data/raw_audios/en/2012/20120524-0900-PLENARY-18_en.ogg,8.4985625
data/raw_audios/en/2011/20110119-0900-PLENARY-13_en.ogg,4000.4835625
data/raw_audios/en/2012/20120911-0900-PLENARY-6_en.ogg,4437.7161875
data/raw_audios/en/2014/20140116-0900-PLENARY-8_en.ogg,49.598
data/raw_audios/en/2012/20121025-0900-PLENARY-8_en.ogg,40.588625
data/raw_audios/en/2017/20170705-0900-PLENARY-11_en.ogg,4.5975625
data/raw_audios/en/2009/20090401-0900-PLENARY-16_en.ogg,1418.092875
data/raw_audios/en/2018/20180612-0900-PLENARY-21_en.ogg,3843.204375
data/raw_audios/en/2009/20091125-0900-PLENARY-22_en.ogg,12.492375
data/raw_audios/en/2014/20140915-0900-PLENARY-8_en.ogg,181.3948125
data/raw_audios/en/2014/20140416-0900-PLENARY-16_en.ogg,3948.75
data/raw_audios/en/2015/20150325-0900-PLENARY-14_en.ogg,2314.1065
data/raw_audios/en/2018/20180313-0900-PLENARY-14_en.ogg,2863.0900625
data/raw_audios/en/2014/20140714-0900-PLENARY-7_en.ogg,6.5480625
data/raw_audios/en/2015/20150527-0900-PLENARY-14_en.ogg,4276.662125
data/raw_audios/en/2010/20100419-0900-PLENARY-16_en.ogg,2716.324125
data/raw_audios/en/2009/20090203-0900-PLENARY-6_en.ogg,1673.74475
data/raw_audios/en/2013/20130418-0900-PLENARY-1_en.ogg,6.8266875
data/raw_audios/en/2018/20180205-0900-PLENARY-15_en.ogg,3404.0918125
data/raw_audios/en/2011/20110405-0900-PLENARY-10_en.ogg,3004.67025
data/raw_audios/en/2018/20180205-0900-PLENARY-17_en.ogg,1913.0224375
data/raw_audios/en/2014/20140403-0900-PLENARY-10_en.ogg,37.0591875
data/raw_audios/en/2009/20090115-0900-PLENARY-17_en.ogg,60.2326875
data/raw_audios/en/2011/20110622-0900-PLENARY-2_en.ogg,29.907375
data/raw_audios/en/2014/20140227-0900-PLENARY-13_en.ogg,11.935125
data/raw_audios/en/2010/20100119-0900-PLENARY-1_en.ogg,108.9483125
data/raw_audios/en/2012/20120213-0900-PLENARY-12_en.ogg,3864.7390625
data/raw_audios/en/2018/20180117-0900-PLENARY-7_en.ogg,179.002625
data/raw_audios/en/2011/20110915-0900-PLENARY-9_en.ogg,9.8453125
data/raw_audios/en/2013/20131023-0900-PLENARY-1_en.ogg,17.60075
data/raw_audios/en/2010/20100707-0900-PLENARY-10_en.ogg,6970.1838125
data/raw_audios/en/2012/20120118-0900-PLENARY-17_en.ogg,943.5685
data/raw_audios/en/2013/20131010-0900-PLENARY-12_en.ogg,38.8703125
data/raw_audios/en/2014/20140415-0900-PLENARY-8_en.ogg,1950.15625
data/raw_audios/en/2017/20170403-0900-PLENARY-19_en.ogg,3982.7795
data/raw_audios/en/2011/20111212-0900-PLENARY-13_en.ogg,3307.4125625
data/raw_audios/en/2015/20150908-0900-PLENARY-8_en.ogg,3.8080625
data/raw_audios/en/2009/20091123-0900-PLENARY-16_en.ogg,41.7030625
data/raw_audios/en/2013/20130206-0900-PLENARY-3_en.ogg,9184.398625
data/raw_audios/en/2013/20131010-0900-PLENARY-10_en.ogg,302.8819375
data/raw_audios/en/2009/20090326-0900-PLENARY-10_en.ogg,2720.6425
data/raw_audios/en/2012/20120215-0900-PLENARY-20_en.ogg,48.5763125
data/raw_audios/en/2009/20090424-0900-PLENARY-2_en.ogg,9.4738125
data/raw_audios/en/2015/20151111-0900-PLENARY-16_en.ogg,2963.4778125
data/raw_audios/en/2010/20101006-0900-PLENARY-6_en.ogg,551.7539375
data/raw_audios/en/2012/20121025-0900-PLENARY-3_en.ogg,52.570125
data/raw_audios/en/2014/20140312-0900-PLENARY-17_en.ogg,1288.757375
data/raw_audios/en/2017/20170911-0900-PLENARY-12_en.ogg,22.61625
data/raw_audios/en/2013/20130912-0900-PLENARY-1_en.ogg,7.5233125
data/raw_audios/en/2014/20141113-0900-PLENARY-11_en.ogg,9.89175
data/raw_audios/en/2018/20181129-0900-PLENARY_en.ogg,15719.2746875
data/raw_audios/en/2018/20180704-0900-PLENARY_en.ogg,49650.3253125
data/raw_audios/en/2010/20100211-0900-PLENARY-13_en.ogg,1142.5639375
data/raw_audios/en/2017/20170316-0900-PLENARY-8_en.ogg,311.7046875
data/raw_audios/en/2014/20140226-0900-PLENARY-14_en.ogg,92.3228125
data/raw_audios/en/2017/20170614-0900-PLENARY-13_en.ogg,33.5760625
data/raw_audios/en/2014/20140402-0900-PLENARY-4_en.ogg,56.842625
data/raw_audios/en/2013/20131119-0900-PLENARY-8_en.ogg,30.1395625
data/raw_audios/en/2010/20101124-0900-PLENARY-109_en.ogg,19.55125
data/raw_audios/en/2014/20140415-0900-PLENARY-1_en.ogg,38.0344375
data/raw_audios/en/2012/20121121-0900-PLENARY-14_en.ogg,2690.3171875
